"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"28000","28000","28000.0","36 months","BAT5060554","6.99","A","A3","MANAGING PARTNER","< 1 year","MORTGAGE","2.00E+05","770xx,TX","9.14","0","1","8","0","47033","60.2","29","1102.27","0","0","0","0","30th week","0","0","407219","78100","1.0"
"4200","4200","4200.0","36 months","BAT4127326","13.66","C","C3","medical assistance","6 years","RENT","32000","441xx,OH","11.93","4","2","4","0","930","26.6","13","559.88","0","0","0","0","61th week","0","0","25374","3500","1.0"
"2675","2675","2675.0","36 months","BAT5260863","13.99","C","C4","teller","3 years","MORTGAGE","34000","777xx,TX","22.06","0","1","10","1","2251","13.6","12","91.4","0","0","0","0","13th week","0","0","63688","16600","1.0"
"35000","35000","35000.0","60 months","BAT5260863","12.69","C","C2","Sr. Manager","10+ years","MORTGAGE","165000","301xx,GA","25.73","0","2","13","0","46532","84.8","42","1047.63","0","0","0","0","13th week","0","0","503449","54900","1.0"
"27575","27575","27575.0","36 months","BAT4711174","15.61","C","C3","Team Member","8 years","OWN","93500","350xx,AL","28.28","1","0","14","0","41031","77.4","22","5909.78","0","0","0","0","96th week","0","0","74371","51700","1.0"
"14000","14000","14000.0","60 months","BAT4711174","16.24","C","C5","Data Analyst","4 years","RENT","73500","450xx,OH","28.65","1","1","16","0","29828","65.3","53","3915.61","0","0","0","0","104th week","0","0","85230","45700","1.0"
"35000","35000","34700.0","60 months","BAT4664105","12.69","C","C2","ACCT OFFICER","10+ years","OWN","150000","961xx,CA","17.27","0","0","21","0","32549","45","26","1756.31","0","0","0","0","22th week","0","0","287022","72400","1.0"
"7000","7000","7000.0","60 months","BAT4467682","15.96","C","C5","HSBC","6 years","MORTGAGE","130500","125xx,NY","11.26","0","1","12","0","21133","64.2","31","3051.37","0","0","0","0","213th week","0",,"0","0","1.0"
"21600","21600","21600.0","60 months","BAT422167","8.18","B","B1","Maintenance","10+ years","MORTGAGE","107000","212xx,MD","16.88","0","0","8","1","7168","64","22","978.5","0","0","0","0","31th week","0","0","90651","11200","1.0"
"35000","35000","35000.0","36 months","BAT4268557","9.99","B","B3","registered nurse","10+ years","MORTGAGE","230000","945xx,CA","21.47","0","0","18","0","52678","81","42","1084.57","0","0","0","0","17th week","0","0","903910","65000","1.0"
"18000","18000","17975.0","36 months","BAT3016651","9.67","B","B1","DSP-Direct Supporting Professional","10+ years","RENT","40000","115xx,NY","25.32","0","0","8","1","12093","48.6","17","2274.55","0","0","0","0","91th week","0","0","21253","24900","1.0"
"3200","3200","3200.0","36 months","BAT5260863","9.17","B","B2","Media Director","6 years","MORTGAGE","44000","802xx,CO","34.32","0","1","15","0","19125","61.7","25","46.68","0","0","0","0","13th week","0","0","207180","31000","1.0"
"24000","24000","24000.0","60 months","BAT6612051","15.61","D","D1","operator","7 years","MORTGAGE","120000","775xx,TX","18.33","1","0","12","0","21029","80","18","2356.34","0","0","0","0","39th week","0","0","198650","26300","1.0"
"15225","15225","15225.0","36 months","BAT4664105","18.55","E","E2","Senior Human Resources","10+ years","RENT","55000","735xx,OK","30.63","1","0","11","0","25717","79.6","30","1095.26","0","0","0","0","22th week","0","0","174998","32300","1.0"
"3600","3600","3600.0","36 months","BAT3274746","10.99","B","B2","Teacher","9 years","RENT","42000","231xx,VA","2.74","0","0","4","1","2727","14.4","35","519.25","0","0","0","0","91th week","0","0","2727","19000","1.0"
"15000","15000","14900.0","36 months","BAT5662637","8.18","B","B1","PROJECT ASSISTANT","7 years","OWN","75000","115xx,NY","10.38","1","0","5","0","11553","78.1","17","561.79","0","0","0","0","26th week","0","0","15297","14800","1.0"
"8325","8325","8325.0","36 months","BAT5907542","13.11","B","B4","THINK Together","5 years","RENT","25000","917xx,CA","16.08","0","3","5","0","11718","81.4","5","1788.91","0","0","0","0","156th week","0","0","11718","14400","1.0"
"6000","6000","6000.0","36 months","BAT6352293","7.62","A","A3","premier recycle","9 years","RENT","40000","951xx,CA","7.89","0","0","8","0","3803","25","16","728.37","0","0","0","0","156th week","0","0","3803","15200","1.0"
"3600","3600","3600.0","36 months","BAT5060554","13.66","C","C3","Marine tech","8 years","RENT","36000","853xx,AZ","19.3","0","1","10","1","3555","65.8","16","425.44","0","0","0","0","52th week","0","0","18110","5400","1.0"
"35000","35000","35000.0","36 months","BAT4664105","7.89","A","A5","Chief Estimator","2 years","MORTGAGE","155000","930xx,CA","17.95","2","1","15","0","35695","34.2","38","1078.04","0","0","0","0","22th week","0","0","486153","104500","1.0"
"6000","6000","6000.0","36 months","BAT4106493","12.05","C","C1","Registered nurse","2 years","OWN","51000","295xx,SC","12.79","1","0","34","0","2855","4.9","48","115.08","0","0","0","1","9th week","1","0","62901","57800","1.0"
"6000","6000","6000.0","36 months","BAT3563724","7.62","A","A3","home preservation specialist","3 years","MORTGAGE","43000","782xx,TX","22.27","0","0","19","0","9253","63.4","47","549.17","0","0","0","0","78th week","0","91","235915","14600","1.0"
"5450","5450","5450.0","36 months","BAT4729018","9.17","B","B2","Utility pipeline inspector","< 1 year","MORTGAGE","180000","592xx,MT","9.13","1","2","6","2","1463","28.7","16","364.56","0","0","0","0","43th week","0","71","67590","5100","1.0"
"20000","20000","20000.0","36 months","BAT5046402","11.14","B","B2","Middleoak","10+ years","MORTGAGE","170000","064xx,CT","15.53","0","1","15","0","34578","86.7","36","2533.74","0","0","0","0","78th week","0","0","364154","39900","1.0"
"5000","5000","5000.0","36 months","BAT4268557","11.53","B","B5","Sr. criminal records specialist","10+ years","MORTGAGE","25000","346xx,FL","28.47","0","0","10","1","214","1.3","32","22.42","0","0","0","0","0th week","0","0","36103","16500","1.0"
"10000","10000","10000.0","36 months","BAT5241177","12.29","C","C1","Installer","5 years","RENT","40000","104xx,NY","6.3","1","0","8","0","5878","43.5","12","293.29","0","0","0","0","17th week","0","0","5878","13500","1.0"
"14000","14000","14000.0","36 months","BAT4818662","9.17","B","B1","General manager/bar manager/bar tender","10+ years","RENT","80000","405xx,KY","16.04","0","1","11","0","14321","86.8","14","1536.22","0","0","0","0","78th week","0","0","53257","16500","1.0"
"17000","17000","17000.0","36 months","BAT5662637","15.61","D","D1","BENEFIT ENTITLEMENT TECH","10+ years","RENT","55900","212xx,MD","11.94","0","0","5","0","5720","78.4","11","1134.8","0","0","0","0","22th week","0","0","16249","7300","1.0"
"2775","2775","2775.0","36 months","BAT3274746","15.31","C","C4","Parish Administrator","4 years","MORTGAGE","30000","038xx,NH","19.58","1","0","10","0","10293","60.5","33","565.43","0","0","0","0","91th week","0","0","170939","17000","1.0"
"20000","20000","19500.0","36 months","BAT3822483","14.17","C","C5","Bank of America","7 years","RENT","110000","335xx,FL","16.93","0","2","5","0","30355","78","21","4656.09","0","0","0","0","157th week","0",,"0","0","1.0"
"14000","14000","13975.0","36 months","BAT5019662","11.99","B","B3","SHIPPING","8 years","MORTGAGE","39000","410xx,KY","19.75","0","0","11","1","13986","58","21","1650.67","0","0","0","0","61th week","0","0","118782","24100","1.0"
"16000","16000","16000.0","60 months","BAT5241177","13.33","C","C3","Sales","8 years","MORTGAGE","55000","076xx,NJ","25.4","0","0","11","1","10305","100","38","686.39","0","0","0","0","17th week","0","0","60053","10300","1.0"
"6325","6325","6325.0","36 months","BAT4268557","16.99","D","D3","Engineer","10+ years","MORTGAGE","63000","324xx,FL","37.6","0","0","13","0","38754","95.7","26","728.37","0","0","0","0","39th week","0","0","415206","40500","1.0"
"8400","8400","8400.0","36 months","BAT5241177","9.99","B","B3",,"n/a","MORTGAGE","135000","934xx,CA","13.51","1","1","7","1","8222","80.6","36","257.96","0","0","0","0","17th week","0","3187","583343","10200","1.0"
"17350","17350","17350.0","36 months","BAT446479","12.99","C","C1","Social Media Specialist","8 years","RENT","50000","191xx,PA","28.66","0","2","13","0","14355","55","25","2462.74","0","0","0","0","74th week","0","0","31040","26100","1.0"
"17000","17000","17000.0","60 months","BAT4127326","13.66","C","C3","Supervising Eligibility Technician","10+ years","RENT","83000","945xx,CA","7.42","0","0","2","1","2081","33","6","2480.44","0","0","0","0","61th week","0","0","12955","6300","1.0"
"20000","20000","20000.0","60 months","BAT5260863","12.69","C","C2","medical editor","10+ years","MORTGAGE","52000","983xx,WA","14.68","0","1","7","0","21482","62.6","17","598.65","0","0","0","0","13th week","0","0","201078","34300","1.0"
"13000","9650","9600.0","60 months","BAT5748082","11.49","B","B4",,"8 years","RENT","36000","850xx,AZ","18.5","0","0","7","0","13007","58.3","23","1247.58","0","0","0","0","65th week","0",,"0","0","0.0"
"25000","25000","24850.0","60 months","BAT4664105","20.99","E","E5","Sales","3 years","RENT","133000","804xx,CO","29.1","0","2","23","0","24016","27.1","41","1694.65","0","0","0","0","17th week","0","0","138575","88500","1.0"
"10000","10000","10000.0","36 months","BAT4729018","12.69","C","C2","respiratory therapist","10+ years","RENT","37000","857xx,AZ","24.59","1","0","5","0","6566","87.5","26","938","0","0","0","0","43th week","0","189","21943","7500","1.0"
"4800","4800","4800.0","36 months","BAT446479","11.67","B","B4","transcriptionist","3 years","OWN","35000","346xx,FL","9.02","0","0","9","0","4641","65.5","22","637.97","0","0","0","1","74th week","0","50","4641","7100","1.0"
"15000","15000","15000.0","60 months","BAT6612051","9.99","B","B3","Teacher","10+ years","MORTGAGE","80000","430xx,OH","28.98","1","0","16","0","18284","70.1","35","944.75","0","0","0","0","35th week","0","0","245332","26100","1.0"
"35000","35000","35000.0","36 months","BAT5260863","14.65","C","C5",,"n/a","RENT","162000","335xx,FL","27.79","0","0","7","1","19710","93.4","18","1196.22","0","0","0","0","13th week","0","74","154157","21100","1.0"
"14700","14700","14700.0","36 months","BAT4664105","7.26","A","A4","owner","10+ years","MORTGAGE","185000","928xx,CA","16.23","0","0","15","0","16753","31.4","29","336.44","0","0","0","0","17th week","0","0","532717","53400","1.0"
"18000","18000","18000.0","60 months","BAT446479","13.35","C","C2","Teacher","5 years","OWN","48000","791xx,TX","39.48","0","0","19","0","10266","22.9","73","3064.07","0","0","0","0","74th week","0","0","186049","44900","1.0"
"10000","10000","10000.0","36 months","BAT5260863","15.61","D","D1",,"n/a","MORTGAGE","35192.4","704xx,LA","16.95","0","4","20","1","9637","33.7","52","309.35","0","0","0","0","13th week","0","0","93388","29000","1.0"
"35000","35000","35000.0","60 months","BAT5260863","12.29","C","C1","Manager","10+ years","MORTGAGE","175000","461xx,IN","8.3","0","0","21","0","6596","7.7","37","664.77","0","0","0","0","9th week","0","0","330927","90000","1.0"
"6075","6075","6050.0","36 months","BAT5241177","18.25","E","E1","Asst.Manager","3 years","RENT","19000","913xx,CA","18.38","0","1","6","0","8966","75.3","9","351.6","0","0","0","0","17th week","0","0","8966","11900","1.0"
"15000","15000","14975.0","60 months","BAT4268557","18.25","E","E1","live production supervisor","< 1 year","RENT","51000","953xx,CA","6.26","0","0","10","1","4273","32.4","12","2155.67","0","0","0","0","44th week","0","0","21948","13200","1.0"
"7200","7200","7200.0","36 months","BAT4818662","13.35","C","C2","Office Manager","7 years","RENT","18000","114xx,NY","13","0","0","5","0","8444","73.4","20","1189.9","0","0","0","0","83th week","0","0","8444","11500","1.0"
"16000","16000","15975.0","60 months","BAT422167","9.99","B","B3","UNDERWRITER","5 years","OWN","66000","850xx,AZ","20.84","0","0","4","0","21576","98.1","23","886.88","0","0","0","0","31th week","0","0","32343","22000","1.0"
"15000","15000","15000.0","36 months","BAT338166","10.99","B","B3","Government Relations Specialist","1 year","MORTGAGE","58000","787xx,TX","21.54","0","0","11","0","14430","54.9","33","1276.21","0","0","0","0","43th week","0","0","157396","26300","1.0"
"19125","19125","19100.0","36 months","BAT3058155","17.77","D","D1","moby dick","5 years","OWN","50000","223xx,VA","14.44","0","1","10","0","12168","42.4","14","2336.59","0","0","0","0","48th week","0",,"0","0","1.0"
"18000","18000","18000.0","36 months","BAT3404765","6.03","A","A1","International Paper","10+ years","MORTGAGE","76000","080xx,NJ","17.23","0","0","15","0","39267","51.3","36","1681.24","0","0","0","0","135th week","0","0","164966","76500","1.0"
"11000","11000","11000.0","36 months","BAT422167","13.99","C","C4","County Director","10+ years","MORTGAGE","54000","307xx,GA","6.29","0","2","9","0","19651","63.4","46","861.51","0","0","0","0","31th week","0","0","335594","31000","1.0"
"30000","30000","30000.0","60 months","BAT6004464","12.59","C","C2","Relationship Banker","< 1 year","OWN","80000","601xx,IL","10.26","0","2","22","0","1958","4.9","33","0","0","0","0","0","NAth week","0","0","84137","40200","1.0"
"18000","18000","18000.0","36 months","BAT5319342","9.17","B","B1","Compliance Investigations Specialist","2 years","MORTGAGE","52096","335xx,FL","23.68","0","1","12","1","18789","63.3","34","1944.41","0","0","0","0","78th week","0","0","219130","29700","1.0"
"10000","10000","10000.0","36 months","BAT4818662","14.49","C","C4","Research Administrator","8 years","MORTGAGE","73000","024xx,MA","13.41","0","1","8","0","9943","74.8","19","1799.78","0","0","0","0","83th week","0","0","334074","13300","1.0"
"1500","1500","1500.0","36 months","BAT6248271","9.17","B","B1","administrative assistant","3 years","RENT","33000","787xx,TX","32.84","0","1","6","0","15085","98.6","20","141.78","0","0","0","0","65th week","0","0","30491","15300","1.0"
"17500","17500","17500.0","36 months","BAT4711174","14.47","C","C2","HS Assistant Principal","4 years","MORTGAGE","78000","871xx,NM","17.45","0","0","9","0","7974","68.7","22","3640.12","0","0","0","0","109th week","0","66","229404","11600","1.0"
"10375","10375","10375.0","36 months","BAT4268557","17.86","D","D5","Set up tech","1 year","RENT","29000","921xx,CA","29.3","0","1","5","0","8694","89.6","9","1380.55","0","0","0","0","44th week","0","0","26268","9700","1.0"
"18075","18075","18075.0","60 months","BAT4138794","21","E","E2","Housing Visions Construction","3 years","MORTGAGE","54000","133xx,NY","21.89","0","3","10","1","12983","72.9","24","8797.6","0","0","0","0","152th week","0","0","248161","17800","1.0"
"20000","20000","20000.0","36 months","BAT3840785","13.99","C","C4","Sr Business Analyst","8 years","MORTGAGE","65000","300xx,GA","9.54","0","3","13","0","16825","53.8","13","1207.21","0","0","0","0","22th week","0","0","296149","31300","1.0"
"5000","5000","5000.0","36 months","BAT6612051","10.99","B","B4","Recruiter","2 years","MORTGAGE","38000","329xx,FL","22.8","0","0","7","0","6216","51.4","13","366.31","0","0","0","0","39th week","0","100","109312","12100","1.0"
"32000","32000","32000.0","36 months","BAT6612051","7.89","A","A5","SOFTWARE ENGINEER","1 year","RENT","95000","333xx,FL","16.8","0","0","8","0","33048","69","24","1675.48","0","0","0","0","39th week","0","0","35184","47900","1.0"
"10000","10000","10000.0","36 months","BAT5019662","15.31","C","C4","RN","10+ years","MORTGAGE","75000","117xx,NY","12.61","0","3","10","0","11121","56.2","12","1530.64","0","0","0","0","65th week","0","0","245600","19800","1.0"
"18000","18000","17925.0","60 months","BAT4138794","22.47","E","E5","Social Security Administration","3 years","OWN","50000","211xx,MD","6.7","0","2","10","1","4323","17","53","8704.98","0","0","0","0","135th week","0","0","22492","25400","1.0"
"7800","7800","7800.0","36 months","BAT6612051","7.89","A","A5","RN","3 years","OWN","60000","677xx,KS","27.68","0","0","16","0","4440","25.7","27","411.82","0","0","0","0","39th week","0","0","78428","17300","1.0"
"35000","35000","35000.0","60 months","BAT446479","16.99","D","D3","pharmacist","10+ years","MORTGAGE","130000","784xx,TX","13.76","3","1","12","0","37217","68.4","30","7650.21","0","0","0","0","74th week","0","62","320138","54400","1.0"
